seed,model,failure_rate,nose_level,avg_makespan,std_makespan,avg_energy,std_energy,success_episodes
1993,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_10_seed_1993\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,330.69476416390387,0.0,29385.61449307469,7.275957614183426e-12,10
1993,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_10_seed_1993\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.1,355.2440536968703,1.5110974871775724,28700.37676556968,37.32814576552668,10
1993,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_10_seed_1993\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.3,415.00915593130156,3.156499774949236,28371.292113241612,70.57477169738307,10
1993,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_10_seed_1993\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.5,478.6552240083276,8.327748395212735,28748.58071795719,161.97404050276072,10
1993,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_10_seed_1993\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,330.69476416390387,0.0,29385.61449307469,7.275957614183426e-12,10
1993,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_10_seed_1993\ddpg_lirl_pi_mu_20250919_205750.pth,0.1,0.0,396.9599671643293,17.23455601592153,30763.935865876912,410.9956618498521,10
1993,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_10_seed_1993\ddpg_lirl_pi_mu_20250919_205750.pth,0.3,0.0,378.6017479300755,12.524519780096615,30652.0235970331,334.9830411320929,10
1993,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_10_seed_1993\ddpg_lirl_pi_mu_20250919_205750.pth,0.5,0.0,383.71658373302114,9.380925695668383,30841.403219173593,551.5199725460257,10
3047,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_1_seed_3047\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,219.3840208022872,0.0,28000.628419124114,0.0,10
3047,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_1_seed_3047\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.1,239.86392605141333,9.2122952076208,26969.27884664447,263.90981641754036,10
3047,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_1_seed_3047\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.3,268.1485086341982,3.5236265192027676,25582.05691955415,174.0696935987663,10
3047,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_1_seed_3047\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.5,313.2612691478835,7.975210670031681,25406.51397432098,232.90130741523095,10
3047,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_1_seed_3047\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,219.3840208022872,0.0,28000.628419124114,0.0,10
3047,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_1_seed_3047\ddpg_lirl_pi_mu_20250919_205750.pth,0.1,0.0,253.69657822456026,12.9439141256433,28550.05681242104,327.7199535665095,10
3047,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_1_seed_3047\ddpg_lirl_pi_mu_20250919_205750.pth,0.3,0.0,262.267990476986,17.61290390718435,28911.13792554424,452.2808700257618,10
3047,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_1_seed_3047\ddpg_lirl_pi_mu_20250919_205750.pth,0.5,0.0,254.72093203874934,6.134681065745236,28703.377173177705,167.1814213513873,10
294,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_2_seed_294\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,321.85730469987345,5.684341886080802e-14,30312.642500158818,3.637978807091713e-12,10
294,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_2_seed_294\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.1,342.4697369913837,0.7671079862916832,29338.95062419749,43.97084118654977,10
294,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_2_seed_294\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.3,395.8702859492537,4.462273280684825,28682.131511895415,70.55326968330634,10
294,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_2_seed_294\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.5,455.1254748801076,5.705404009858614,28819.988983860676,112.56670709896005,10
294,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_2_seed_294\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,321.85730469987345,5.684341886080802e-14,30312.642500158818,3.637978807091713e-12,10
294,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_2_seed_294\ddpg_lirl_pi_mu_20250919_205750.pth,0.1,0.0,370.6255660384592,10.490384441079303,31281.195775880966,266.81166300661874,10
294,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_2_seed_294\ddpg_lirl_pi_mu_20250919_205750.pth,0.3,0.0,383.41205044277126,14.583915726166163,31726.735420018325,404.9434109761187,10
294,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_2_seed_294\ddpg_lirl_pi_mu_20250919_205750.pth,0.5,0.0,382.6914728753325,15.102214590759635,31706.835371088633,412.7536915520771,10
714,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_3_seed_714\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,327.6227558090964,0.0,30294.446587276663,0.0,10
714,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_3_seed_714\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.1,348.3789899688612,0.9029167972636583,29364.74921755837,46.936045316350096,10
714,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_3_seed_714\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.3,399.44881309392747,3.435693021155969,28691.32785127429,92.11851093026368,10
714,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_3_seed_714\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.5,459.4160443749074,7.2667602640639775,28870.109076674027,87.37771212394144,10
714,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_3_seed_714\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,327.6227558090964,0.0,30294.446587276663,0.0,10
714,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_3_seed_714\ddpg_lirl_pi_mu_20250919_205750.pth,0.1,0.0,404.3285220912509,19.79226075484152,31911.514360150082,462.98865112963085,10
714,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_3_seed_714\ddpg_lirl_pi_mu_20250919_205750.pth,0.3,0.0,393.59596561116666,12.784693268214616,31682.685238911206,321.6613334416132,10
714,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_3_seed_714\ddpg_lirl_pi_mu_20250919_205750.pth,0.5,0.0,391.03689225139703,11.680732482912592,31648.680076681318,260.35020581584564,10
1092,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_4_seed_1092\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,305.60000000886976,0.0,30477.350634339593,7.275957614183426e-12,10
1092,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_4_seed_1092\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.1,325.7270627422598,0.8648985333434417,29370.824910457934,31.26108022162271,10
1092,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_4_seed_1092\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.3,378.43537250248573,3.699556375952298,28558.936156720196,70.88368506080585,10
1092,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_4_seed_1092\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.5,438.2415235367168,6.4646219937532665,28633.27931434302,96.04288200546756,10
1092,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_4_seed_1092\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,305.60000000886976,0.0,30477.350634339593,7.275957614183426e-12,10
1092,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_4_seed_1092\ddpg_lirl_pi_mu_20250919_205750.pth,0.1,0.0,357.8372709856412,23.862320737615114,31488.568119042506,552.6728975389557,10
1092,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_4_seed_1092\ddpg_lirl_pi_mu_20250919_205750.pth,0.3,0.0,354.4894522221951,11.749836987280803,31408.38671753255,279.2572128484584,10
1092,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_4_seed_1092\ddpg_lirl_pi_mu_20250919_205750.pth,0.5,0.0,357.59351450537486,9.496213069703654,31485.48428541422,223.33618189789289,10
1386,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_5_seed_1386\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,328.68443999766293,0.0,30524.253657697212,7.275957614183426e-12,10
1386,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_5_seed_1386\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.1,350.6455664915023,1.472168601981356,29519.41131922449,36.72173041155003,10
1386,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_5_seed_1386\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.3,404.2874665224682,3.493551731635005,28799.57810478186,87.422955821495,10
1386,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_5_seed_1386\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.5,466.90939207793525,3.315178439274333,29005.113988827263,104.55785448520037,10
1386,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_5_seed_1386\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,328.68443999766293,0.0,30524.253657697212,7.275957614183426e-12,10
1386,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_5_seed_1386\ddpg_lirl_pi_mu_20250919_205750.pth,0.1,0.0,386.28731374774685,16.82464421533627,31689.735923678927,365.2031140752061,10
1386,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_5_seed_1386\ddpg_lirl_pi_mu_20250919_205750.pth,0.3,0.0,403.8653943682704,18.486430825363257,31940.240656975868,386.4455157899783,10
1386,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_5_seed_1386\ddpg_lirl_pi_mu_20250919_205750.pth,0.5,0.0,397.36245340337734,13.125286885969953,32023.880098641162,250.47650614362766,10
2856,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_6_seed_2856\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,313.1315372756439,0.0,30461.87650240258,3.637978807091713e-12,10
2856,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_6_seed_2856\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.1,335.09365242097704,1.1458252420983266,29435.128934002907,31.86131104114731,10
2856,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_6_seed_2856\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.3,387.8509690751379,3.91211911066327,28656.398323477286,43.61165515003956,10
2856,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_6_seed_2856\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.5,450.0074615161927,4.651566009130097,28694.248306613117,110.87703281573168,10
2856,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_6_seed_2856\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,313.1315372756439,0.0,30461.87650240258,3.637978807091713e-12,10
2856,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_6_seed_2856\ddpg_lirl_pi_mu_20250919_205750.pth,0.1,0.0,370.46042339164603,11.104880874563902,31577.122872441185,257.1532728445363,10
2856,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_6_seed_2856\ddpg_lirl_pi_mu_20250919_205750.pth,0.3,0.0,375.0374625778121,12.966484523671049,31641.087522895134,291.1098775553328,10
2856,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_6_seed_2856\ddpg_lirl_pi_mu_20250919_205750.pth,0.5,0.0,377.7257896606326,11.421871376323745,31649.21659023885,242.61332559206423,10
42,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_7_seed_42\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,324.7087088137012,5.684341886080802e-14,30076.775398752092,3.637978807091713e-12,10
42,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_7_seed_42\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.1,345.36064166111134,1.1466333381338145,29204.829228412633,55.994554001673485,10
42,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_7_seed_42\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.3,396.87746293678185,2.6671228351321283,28557.618652318128,76.03099299719011,10
42,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_7_seed_42\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.5,457.50101735542864,6.318912861936389,28826.163782246807,96.4533626905839,10
42,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_7_seed_42\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,324.7087088137012,5.684341886080802e-14,30076.775398752092,3.637978807091713e-12,10
42,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_7_seed_42\ddpg_lirl_pi_mu_20250919_205750.pth,0.1,0.0,390.6387549319514,13.113091643299295,31429.075585819937,289.9748230117502,10
42,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_7_seed_42\ddpg_lirl_pi_mu_20250919_205750.pth,0.3,0.0,390.9937020512627,14.936047525005172,31515.8956861394,343.2540709302152,10
42,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_7_seed_42\ddpg_lirl_pi_mu_20250919_205750.pth,0.5,0.0,388.92534216482727,9.864172027259535,31521.751633977103,234.0358788102505,10
114514,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_8_seed_114514\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,354.89409972703294,0.0,29567.38800130897,0.0,10
114514,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_8_seed_114514\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.1,377.94407923982305,1.5224888376825305,28942.649526563142,32.02728358770151,10
114514,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_8_seed_114514\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.3,427.8890925081167,4.458032638842921,28536.285411002853,86.76036021672051,10
114514,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_8_seed_114514\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.5,490.4635302736917,3.92455461516824,28887.55836142226,83.3523788247188,10
114514,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_8_seed_114514\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,354.89409972703294,0.0,29567.38800130897,0.0,10
114514,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_8_seed_114514\ddpg_lirl_pi_mu_20250919_205750.pth,0.1,0.0,426.2763669887066,19.608125369632102,31050.02360191826,483.2155084398386,10
114514,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_8_seed_114514\ddpg_lirl_pi_mu_20250919_205750.pth,0.3,0.0,410.8543173614154,11.7350010125075,30775.770294237554,183.78186391150751,10
114514,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_8_seed_114514\ddpg_lirl_pi_mu_20250919_205750.pth,0.5,0.0,398.5388425103398,8.924451227072279,30737.661652422066,198.81189811483893,10
2025,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_9_seed_2025\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,335.57977913642515,5.684341886080802e-14,29841.323284269653,0.0,10
2025,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_9_seed_2025\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.1,357.7270278056127,1.242920208137818,29048.16314881614,44.58311306492132,10
2025,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_9_seed_2025\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.3,413.6878361971212,3.27615503289675,28581.72226915094,87.40192457715774,10
2025,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_9_seed_2025\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.5,473.0288098859447,5.393474677988739,28811.671869139984,117.28942814447761,10
2025,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_9_seed_2025\ddpg_lirl_pi_mu_20250919_205750.pth,0.0,0.0,335.57977913642515,5.684341886080802e-14,29841.323284269653,0.0,10
2025,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_9_seed_2025\ddpg_lirl_pi_mu_20250919_205750.pth,0.1,0.0,400.2756645160272,12.650038114988504,31110.153597004006,319.8179174950531,10
2025,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_9_seed_2025\ddpg_lirl_pi_mu_20250919_205750.pth,0.3,0.0,396.4813835988673,6.624288685272976,30997.614606696454,236.71042198299247,10
2025,D:\Projects\RMS_V3.0 -robust\ddpg_lirl_pi_multi_run_20250919_failure_0.0\run_9_seed_2025\ddpg_lirl_pi_mu_20250919_205750.pth,0.5,0.0,387.9007427784427,7.864147094169803,30866.915958962032,203.83506999799377,10
